title,author & location,date,text,url,Trump
Liz Cheney vows to lead the Republican anti-Trump resistance,"David Charter, Washington",Friday June 11 2021," Liz Cheney vowed to lead the internal Republican battle to stop Donald Trump returning to the White House after colleagues in the House of Representatives ousted her from the party leadership yesterday. Cheney, 54, Trump’s fiercest Republican critic in Congress, was removed in a swift meeting held behind closed doors that underlined the former president’s grip on the party. She turned on Trump over his role in stoking the attack on the US Capitol on January 6 but found herself increasingly out of step with her party as it closed ranks. Her rejection of what she called Trump’s “big lie” became a problem for the party as it uses his unfounded claim that the 2020 election was rigged as the basis for changing laws to © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/liz-cheney-vows-to-lead-the-republican-anti-trump-resistance-mj39630h6,True
"Republicans topple Liz Cheney, Trump’s biggest critic","David Charter, Washington",Friday June 11 2021," Liz Cheney, the fiercest Republican critic of Donald Trump in Congress, was removed from her leadership role today in a swift behind-closed-doors meeting that underlined the former president’s grip on the party. Cheney made it clear she would refuse to be silenced by her colleagues and was determined to prevent Trump from returning to the White House. She remains a congresswoman for Wyoming but is sure to face a challenge from a pro-Trump candidate in next year’s mid-term elections. Cheney, 54, became the most outspoken critic of the former president over his role in stoking the attack on the US Capitol by his supporters on January 6. She was one of ten Republicans in the House to vote with Democrats for his impeachment, incurring his © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/republicans-topple-liz-cheney-trumps-biggest-critic-hqz22zjg8,True
Trump supporters band together to push Liz Cheney out of the Republican picture,The Times,Friday June 11 2021," It is a mantra of American politics that divided parties lose elections. Having lost both the White House and the Senate to a Democratic Party that unified effectively around Joe Biden last November, the Republicans face a challenge to come together for the next electoral test of the midterms in 2022. Their strategy is becoming clearer. Despite voters’ rejection of Donald Trump, and the shock felt by many leading Republicans at the attack on the US Capitol that was fuelled by his refusal to accept defeat, they have been regrouping around him. He led them to victory in 2016 and forged a more working-class voter base that continues to underpin his grip on the party. That process is set to advance today with a © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/trump-supporters-band-together-to-push-liz-cheney-out-of-the-republican-picture-9kgx5t79z,True
Bodyguards ‘got a little too close to two Trump women’,"Alistair Dawber, Washington",Friday June 11 2021," Two members of Donald Trump’s family got “inappropriately — and perhaps dangerously — close” to members of the secret service who were assigned to protect them, a new book has alleged. Vanessa Trump, the former wife of Donald Jr, the former president’s son, “started dating one of the agents who had been assigned to her family”, according to Carol Leonnig, a Washington Post journalist, in Zero Fail: The Rise and Fall of the Secret Service. In 2017 Don Jr is reported to have asked that his family have their round-the-clock protection removed because they wanted more privacy. The couple divorced the following year. It is not clear when the alleged relationship between Vanessa and the agent began. Tiffany Trump, the former president’s daughter, “began © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/bodyguards-got-a-little-too-close-to-two-trump-women-vwj8j2pfs,True
Trump the old-school blogger tightens grip on Republican party,Laura Pullman,Friday June 11 2021," In March, Jason Miller, a senior adviser to Donald Trump, boasted that the former president would soon launch a social media platform that would attract “tens of millions” of users and “completely redefine the game”. Last Tuesday, four months after Trump was booted off Twitter, Facebook and YouTube following the deadly Capitol riot on January 6, a new “communications platform” was unveiled. The game had not been so much redefined as rewound to the Noughties. “From the Desk of Donald J Trump” is essentially a blog where users can do little more than share Trump’s posts on their own social media accounts and donate money to the Trump coffers. The mockery was predictably merciless. Miller quickly took to Twitter, where Trump had more than 88 © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/trump-the-old-school-blogger-tightens-grip-on-republican-party-75wr0zffn,True
Republicans tussle to win Trump’s crown,"Alistair Dawber, Washington",Friday June 11 2021," Republicans jostling to inherit Donald Trump’s crown were due to parade before party donors last night, hoping to catch the eye of wealthy admirers on the long road to the 2024 presidential nomination. The meeting in Texas, arranged by Karl Rove, the former chief strategist to George W Bush, is the first time the party’s big hitters have met since the election defeat in November. Mike Pence, the former vice-president, and Mike Pompeo, Trump’s secretary of state, were among those expected to speak. Both have indicated that they are preparing a challenge in 2024. Chris Christie, the former governor of New Jersey, and the senators Marco Rubio, Tom Cotton and Tim Scott also hope to pick up support. Ron DeSantis, the Florida governor, who © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/republicans-tussle-to-win-trumps-crown-b69jdslw9,True
Facebook’s ban on Trump is a threat to free speech,The Times,Friday June 11 2021," In 1988, after a succession of murderous IRA terrorist attacks, Margaret Thatcher’s Conservative government imposed a controversial broadcasting ban on representatives of Sinn Fein. The restriction, ordered without legislation by the home secretary under existing broadcasting laws, forbade the BBC and others from transmitting the voices of members of the IRA’s political arm, along with other proscribed organisations. Though Mrs Thatcher had intended the measure to “deny terrorists the oxygen of publicity”, the language of the ban was narrowly drawn, forbidding the airing of the voices but not necessarily the words of those sanctioned. Incensed at what they saw as an infringement on both press freedom and wider freedom of speech, broadcasters, led by the BBC, quickly came up with a solution that infuriated the © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/the-social-media-giant-is-behaving-more-like-a-government-than-a-media-organisation-nlkmm7w2b,False
‘I defer to Nick’: Zuckerberg put Trump’s Facebook ban in Clegg’s hands,"Tom Knowles, Technology Correspondent",Friday June 11 2021," Mark Zuckerberg told Facebook executives that he would defer to Nick Clegg on how to handle Donald Trump’s ban. The Facebook chief executive is understood to have let the former deputy prime minister take the lead on whether an independent panel should decide if and when the former US president should be allowed back on its platform. The company barred Trump from Facebook in January after inflammatory postings by the president as his supporters rioted on Capitol Hill. Zuckerberg, 36, defended the decision in a post on Facebook the next day, which had been drafted by Clegg, 54, the night before. An independent oversight board was then tasked with deciding whether to uphold the site’s ban, in a move that was pushed by Clegg © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/i-defer-to-nick-zuckerberg-put-trump-s-facebook-ban-in-clegg-s-hands-ckl90k8q9,True
Donald Trump’s Facebook ban is extended by another six months,"David Charter, Washington",Friday June 11 2021," The Facebook oversight board upheld the site’s ban on Donald Trump, giving the company six months to decide whether to readmit or permanently delete the former president’s accounts. The board said that Facebook was right to silence Trump after inflammatory postings on January 6 as his supporters rioted at the US Capitol. It added, however, that it was wrong to issue an indefinite suspension without stating clear criteria for an eventual return or exclusion. The internet site’s handling of Trump is seen as a test case for establishing the boundaries between free speech and censorship of incitement or misinformation on the platform. Trump and right-wing commentators say that they face being cancelled by a powerful private organisation, which they view as part of the liberal © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trumps-facebook-ban-is-extended-by-another-six-months-0gf6p09wm,True
Donald Trump’s Facebook ban is extended by another six weeks,Cameron Charters,Friday June 11 2021," Donald Trump will not be allowed back on Facebook after the firm’s oversight board decided to uphold the ban it imposed on the US president in January. Trump, 74, was banned by the social media platform after his supporters stormed the US Capitol to try to overturn the election result, two weeks before President Biden was inaugurated. However, the panel said that it was “not appropriate for Facebook to impose the indeterminate and standardless penalty of indefinite suspension” and ordered the company to review the ban in six months’ time. Trump, who has been releasing public statements through press releases since his social media bans, said: “What Facebook, Twitter, and Google have done is a total disgrace and an embarrassment to our country.” He added: © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trumps-facebook-ban-upheld-by-board-for-now-pkt2kbfnc,True
Donald Trump launches website ahead of Facebook ban ruling,Charlie Mitchell,Friday June 11 2021," Donald Trump has launched a new website to communicate directly with his supporters on the eve of a decision by Facebook about whether to permit him to rejoin its platform. The website, called “From the Desk of Donald J. Trump”, refers to itself as “a beacon of freedom” and a “place to speak freely and safely” in a promotional video. As of Tuesday, its content appeared to be a collection of press releases and supporter emails issued by the former president in recent days through his other channels. Its first posts included attacks on Mitt Romney and Liz Cheney, senior Republicans who have criticised Trump, as well as unsubstantiated claims that the 2020 election was “fraudulent”. Followers can “like” Trump’s messages, which appear © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/trump-launches-website-ahead-of-facebook-ban-ruling-g58cvmn6h,True
